File,Best Score,Average Time,Average Score,Best Solution,Errors
Data/Call_7_Vehicle_3.txt,1134176.0,2.9591392040252686,1165809.8,"[4, 4, 2, 2, 0, 7, 7, 0, 1, 5, 5, 3, 3, 1, 0, 6, 6]",inf
Data/Call_18_Vehicle_5.txt,2905196.0,6.293727087974548,3404371.8,"[11, 12, 11, 16, 16, 12, 0, 4, 4, 15, 1, 15, 14, 14, 1, 0, 8, 18, 18, 8, 13, 13, 0, 7, 7, 3, 3, 10, 10, 17, 17, 0, 9, 9, 5, 5, 0, 6, 6, 2, 2]",inf
Data/Call_35_Vehicle_7.txt,8747462.0,10.022728681564331,9996668.7,"[15, 15, 7, 7, 29, 29, 0, 30, 30, 33, 33, 0, 9, 17, 9, 17, 13, 13, 31, 31, 0, 16, 16, 1, 3, 3, 18, 18, 5, 1, 5, 20, 20, 0, 14, 24, 14, 24, 22, 26, 22, 26, 0, 8, 11, 11, 27, 27, 8, 0, 12, 12, 0, 23, 23, 34, 34, 4, 4, 25, 25, 32, 32, 10, 10, 28, 28, 35, 35, 2, 2, 19, 19, 6, 6, 21, 21]",inf
